SYMBOL,TICKER,NAME_OF_COMPANY,SERIES,CLOSE_PRICE,PREV_CLOSE,CHANGE_PCT,TTL_TRD_QNTY,TURNOVER_LACS,DELIV_PER,DATE_OF_LISTING,SESSION_DATE
MKEXIM,MKEXIM.NS,M.K. Exim (India) Limited,EQ,67.43,67.23,0.2974862412613459,49723,33.87,67.23,17-AUG-2026,20-Sep-2026
MKPL,MKPL.NS,M K Proteins Limited,EQ,3.97,4.07,-2.457002457002459,125960,5.07,71.0,13-JUN-2023,20-Sep-2026
MLKFOOD,MLKFOOD.NS,Milkfood Limited,EQ,79.82,79.12,0.8847320525783476,3524,2.83,62.8,17-AUG-2026,20-Sep-2026
MMFL,MMFL.NS,MM Forgings Limited,EQ,628.55,618.6,1.6084707403814953,41604,261.35,49.33,20-DEC-2006,20-Sep-2026
MMP,MMP.NS,MMP Industries Limited,EQ,466.85,465.7,0.24694009018682286,94696,447.5,57.68,09-JAN-2020,20-Sep-2026
MMTC,MMTC.NS,MMTC Limited,EQ,60.27,60.14,0.21616228799468334,733798,442.7,40.45,09-APR-2012,20-Sep-2026
MMWL,MMWL.NS,Media Matrix Worldwide Limited,EQ,12.89,13.04,-1.1503067484662468,11336,1.48,80.61,20-APR-2026,20-Sep-2026
MNC,MNC.NS,MNC,EQ,32.69,32.29,1.238773614122015,79748,25.99,18.2,,20-Sep-2026
MOALPHA50,MOALPHA50.NS,MOALPHA50,EQ,55.74,55.06,1.2350163458045762,4637,2.57,85.49,,20-Sep-2026
MOBANK10,MOBANK10.NS,MOBANK10,EQ,16.66,16.57,0.543150271575135,1608,0.27,84.14,,20-Sep-2026
MOBIKWIK,MOBIKWIK.NS,One Mobikwik Systems Limited,EQ,212.48,198.64,6.967378171566656,5135376,10684.67,32.06,18-DEC-2024,20-Sep-2026
MOBILISE,MOBILISE.NS,MOBILISE,SM,108.95,113.6,-4.093309859154922,3200,3.49,50.0,,20-Sep-2026
MOCAPITAL,MOCAPITAL.NS,MOCAPITAL,EQ,53.58,53.1,0.9039548022598811,811785,433.97,75.63,,20-Sep-2026
MODEFENCE,MODEFENCE.NS,MODEFENCE,EQ,103.28,101.87,1.38411701187788,1229387,1267.64,51.89,,20-Sep-2026
MODINATUR,MODINATUR.NS,Modi Naturals Limited,EQ,359.05,337.95,6.243527148986543,10638,38.65,67.2,11-DEC-2025,20-Sep-2026
MODIRUBBER,MODIRUBBER.NS,Modi Rubber Limited,EQ,120.24,123.9,-2.9539951573849965,577,0.69,60.83,07-FEB-1996,20-Sep-2026
MODIS,MODIS.NS,Modis Navnirman Limited,EQ,352.4,349.05,0.9597478871221791,19609,68.32,85.66,14-NOV-2025,20-Sep-2026
MODISONLTD,MODISONLTD.NS,MODISON LIMITED,BE,457.6,449.5,1.8020022246941096,46210,211.8,0.0,03-MAY-2021,20-Sep-2026
MODTHREAD,MODTHREAD.NS,Modern Threads (India) Limited,EQ,47.99,50.35,-4.6871896722939415,5222,2.5,82.96,22-NOV-1995,20-Sep-2026
MOENERGY,MOENERGY.NS,MOENERGY,EQ,38.0,37.53,1.2523314681588031,38962,14.76,74.24,,20-Sep-2026
MOGOLD,MOGOLD.NS,MOGOLD,EQ,151.35,148.95,1.6112789526686846,22815,34.45,46.08,,20-Sep-2026
MOGSEC,MOGSEC.NS,MOGSEC,EQ,65.12,65.38,-0.39767513000916327,764,0.5,78.14,,20-Sep-2026
MOHEALTH,MOHEALTH.NS,MOHEALTH,EQ,52.09,51.88,0.40478026214340945,230100,119.93,24.64,,20-Sep-2026
MOHITE,MOHITE.NS,Mohite Industries Limited,EQ,2.45,2.44,0.40983606557377994,64284,1.58,82.72,17-AUG-2026,20-Sep-2026
MOHITIND,MOHITIND.NS,Mohit Industries Limited,EQ,23.62,23.2,1.8103448275862144,21043,4.93,65.57,14-MAR-2013,20-Sep-2026
MOIL,MOIL.NS,MOIL Limited,EQ,243.88,243.06,0.3373652596066787,344649,838.0,43.19,15-DEC-2010,20-Sep-2026
MOINFRA,MOINFRA.NS,MOINFRA,EQ,58.26,57.6,1.1458333333333273,772,0.45,88.86,,20-Sep-2026
MOIPO,MOIPO.NS,MOIPO,EQ,48.99,49.84,-1.7054574638844326,22647,10.95,91.84,,20-Sep-2026
MOKSH,MOKSH.NS,Moksh Ornaments Limited,EQ,10.17,9.95,2.2110552763819165,406146,41.1,98.93,21-MAY-2021,20-Sep-2026
MOL,MOL.NS,Meghmani Organics Limited,EQ,63.05,59.93,5.206073752711492,1434815,893.79,32.11,18-AUG-2021,20-Sep-2026
MOLBIO,MOLBIO.NS,Molbio Diagnostics Limited,EQ,1288.3,1285.3,0.23340854275266473,1435104,18482.64,11.7,17-AUG-2026,20-Sep-2026
MOLDTECH,MOLDTECH.NS,Mold-Tek Technologies Limited,BE,192.75,194.15,-0.7210919392222537,42547,82.01,0.0,07-JUL-2016,20-Sep-2026
MOLDTKPAC,MOLDTKPAC.NS,Mold-Tek Packaging Limited,EQ,658.3,661.85,-0.5363753116265118,42442,280.09,61.12,23-FEB-2015,20-Sep-2026
MOLOWVOL,MOLOWVOL.NS,MOLOWVOL,EQ,35.58,35.63,-0.14033118158856092,1878,0.67,83.17,,20-Sep-2026
MOM100,MOM100.NS,MOM100,EQ,66.95,66.41,0.8131305526276257,152423,101.89,53.11,,20-Sep-2026
MOM30IETF,MOM30IETF.NS,MOM30IETF,EQ,31.08,30.75,1.0731707317073116,375419,116.55,61.42,,20-Sep-2026
MOM50,MOM50.NS,MOM50,EQ,247.42,243.83,1.472337284173389,1236,3.03,38.03,,20-Sep-2026
MOMENTUM,MOMENTUM.NS,MOMENTUM,EQ,30.79,30.58,0.686723348593855,22891,7.05,53.86,,20-Sep-2026
MOMENTUM30,MOMENTUM30.NS,MOMENTUM30,EQ,30.5,30.06,1.4637391882900908,14003,4.27,38.82,,20-Sep-2026
MOMENTUM50,MOMENTUM50.NS,MOMENTUM50,EQ,53.97,53.14,1.5619119307489617,348067,187.39,55.36,,20-Sep-2026
MOMETAL,MOMETAL.NS,MOMETAL,EQ,13.04,12.81,1.7954722872755555,4082,0.53,94.07,,20-Sep-2026
MOMGF,MOMGF.NS,MOMGF,EQ,159.63,158.77,0.541664042325367,599,0.96,100.0,,20-Sep-2026
MOMIDMTM,MOMIDMTM.NS,MOMIDMTM,EQ,63.9,63.14,1.2036743744060785,51049,32.56,84.11,,20-Sep-2026
MOMMIDCAP,MOMMIDCAP.NS,MOMMIDCAP,EQ,12.9,12.74,1.2558869701726856,1400681,180.47,90.91,,20-Sep-2026
MOMNC,MOMNC.NS,MOMNC,EQ,31.54,31.46,0.25429116338206703,55646,17.53,99.54,,20-Sep-2026
MOMOMENTUM,MOMOMENTUM.NS,MOMOMENTUM,EQ,61.55,60.84,1.1669953977646181,70539,43.37,72.06,,20-Sep-2026
MOMSBELIEF,MOMSBELIEF.NS,Rays of Belief Limited,BE,223.73,216.04,3.5595260137011655,90045,198.56,0.0,08-SEP-2026,20-Sep-2026
MON100,MON100.NS,MON100,EQ,330.33,322.43,2.450144217349495,750532,2470.66,62.75,,20-Sep-2026
MON50EQUAL,MON50EQUAL.NS,MON50EQUAL,EQ,32.37,32.4,-0.09259259259259611,2913,0.94,88.02,,20-Sep-2026
MONARCH,MONARCH.NS,Monarch Networth Capital Limited,EQ,366.15,367.8,-0.44861337683524577,96830,354.31,70.15,06-JAN-2022,20-Sep-2026
MONEXT50,MONEXT50.NS,MONEXT50,EQ,72.35,71.27,1.5153641083204692,2915,2.1,89.57,,20-Sep-2026
MONEYBOXX,MONEYBOXX.NS,Moneyboxx Finance Limited,EQ,54.49,51.9,4.990366088631991,24084,13.12,100.0,15-OCT-2025,20-Sep-2026
MONIFTY100,MONIFTY100.NS,MONIFTY100,EQ,24.83,24.54,1.1817440912795403,5007,1.24,62.69,,20-Sep-2026
MONIFTY500,MONIFTY500.NS,MONIFTY500,EQ,23.45,23.32,0.557461406518006,206084,48.17,55.91,,20-Sep-2026
MONOLITH,MONOLITH.NS,MONOLITH,SM,1295.0,1296.1,-0.08486999459917514,26750,347.91,62.62,,20-Sep-2026
MONQ50,MONQ50.NS,MONQ50,EQ,396.3,330.25,20.000000000000004,2229451,8696.97,28.3,,20-Sep-2026
MONTECARLO,MONTECARLO.NS,Monte Carlo Fashions Limited,EQ,553.05,554.7,-0.2974580854516118,129704,716.51,63.51,19-DEC-2014,20-Sep-2026
MOOILGAS,MOOILGAS.NS,MOOILGAS,EQ,10.98,10.9,0.733944954128441,3726,0.41,97.93,,20-Sep-2026
MOPSE,MOPSE.NS,MOPSE,EQ,98.73,101.1,-2.3442136498516226,4247,4.17,99.34,,20-Sep-2026
MOQUALITY,MOQUALITY.NS,MOQUALITY,EQ,194.5,193.52,0.5064076064489405,690,1.34,81.3,,20-Sep-2026
MOREALTY,MOREALTY.NS,MOREALTY,EQ,85.27,83.85,1.693500298151463,283299,241.11,55.38,,20-Sep-2026
MOREPENLAB,MOREPENLAB.NS,Morepen Laboratories Limited,EQ,120.9,120.56,0.28201725282017537,16816327,20286.18,26.84,24-NOV-1999,20-Sep-2026
MOS,MOS.NS,MOS,ST,5.5,5.35,2.8037383177570163,19316000,1031.26,98.74,,20-Sep-2026
MOSCHIP,MOSCHIP.NS,Moschip Technologies Limited,EQ,208.89,208.06,0.39892338748437184,1271753,2659.65,36.08,05-FEB-2025,20-Sep-2026
MOSERVICE,MOSERVICE.NS,MOSERVICE,EQ,30.35,30.0,1.1666666666666714,490,0.15,89.8,,20-Sep-2026
MOSILVER,MOSILVER.NS,MOSILVER,EQ,231.3,223.98,3.2681489418698195,54487,125.41,24.39,,20-Sep-2026
MOSMALL250,MOSMALL250.NS,MOSMALL250,EQ,18.41,18.17,1.3208585580627321,921766,168.7,41.29,,20-Sep-2026
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Limited,EQ,162.57,161.87,0.4324457898313391,19068300,31208.12,76.17,14-AUG-1996,20-Sep-2026
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,EQ,1010.0,988.7,2.154344088196617,739629,7441.71,70.36,11-SEP-2007,20-Sep-2026
MOTISONS,MOTISONS.NS,Motisons Jewellers Limited,EQ,18.3,17.94,2.006688963210699,114189016,21059.08,12.22,26-DEC-2023,20-Sep-2026
MOTOGENFIN,MOTOGENFIN.NS,The Motor & General Finance Limited,EQ,26.19,24.96,4.927884615384617,68884,18.14,29.27,08-FEB-1995,20-Sep-2026
MOTOUR,MOTOUR.NS,MOTOUR,EQ,77.95,76.53,1.8554815105187532,34945,27.01,85.83,,20-Sep-2026
MOVALUE,MOVALUE.NS,MOVALUE,EQ,110.91,110.36,0.4983689742660358,33264,36.77,61.8,,20-Sep-2026
MPDL,MPDL.NS,MPDL Limited,BE,30.0,30.18,-0.5964214711729613,349,0.1,0.0,17-AUG-2026,20-Sep-2026
MPEL,MPEL.NS,MPEL,ST,22.25,21.2,4.952830188679249,19200,4.27,91.67,,20-Sep-2026
MPEL-RE,MPEL-RE.NS,MPEL-RE,ST,1.8,1.65,9.090909090909099,41600,0.75,100.0,,20-Sep-2026
MPHASIS,MPHASIS.NS,MphasiS Limited,EQ,2300.4,2320.0,-0.8448275862068927,650262,14901.88,55.04,04-JUN-2004,20-Sep-2026
MPIMANIPAL,MPIMANIPAL.NS,Manipal Payment and Identity Solutions Limited,EQ,341.35,345.15,-1.1009705924960032,1721733,5830.81,43.07,17-SEP-2026,20-Sep-2026
MPSLTD,MPSLTD.NS,MPS Limited,EQ,2667.3,2571.5,3.725452070775819,8970,235.21,56.12,21-JAN-2002,20-Sep-2026
MRF,MRF.NS,MRF Limited,EQ,125670.0,124585.0,0.8708913593129188,8232,10287.19,53.12,18-SEP-1996,20-Sep-2026
MRIL,MRIL.NS,MRIL,ST,84.2,81.25,3.630769230769234,169600,141.88,100.0,,20-Sep-2026
MRPL,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,EQ,165.38,163.77,0.9830860352933901,4824765,7943.26,25.04,07-JAN-2005,20-Sep-2026
MSCI360,MSCI360.NS,MSCI360,EQ,9.96,9.86,1.014198782961475,3868,0.38,85.21,,20-Sep-2026
MSCIADD,MSCIADD.NS,MSCIADD,EQ,28.8,28.63,0.5937827453719934,758,0.22,86.81,,20-Sep-2026
MSCIINDIA,MSCIINDIA.NS,MSCIINDIA,EQ,29.27,28.96,1.0704419889502719,9841,2.87,94.81,,20-Sep-2026
MSL,MSL.NS,Mangalam Seeds Limited,EQ,141.43,136.22,3.8246953457642103,649,0.92,96.46,17-AUG-2026,20-Sep-2026
MSPL,MSPL.NS,MSP Steel & Power Limited,EQ,34.15,33.75,1.185185185185181,596227,202.87,72.58,18-JUL-2005,20-Sep-2026
MSTCLTD,MSTCLTD.NS,Mstc Limited,EQ,724.05,715.25,1.2303390422928984,213012,1536.36,38.71,29-MAR-2019,20-Sep-2026
MSUMI,MSUMI.NS,Motherson Sumi Wiring India Limited,EQ,35.67,36.07,-1.1089548100914848,31085866,11104.04,62.21,28-MAR-2022,20-Sep-2026
MTARTECH,MTARTECH.NS,Mtar Technologies Limited,BE,7202.0,7060.0,2.0113314447592066,88193,6331.35,0.0,15-MAR-2021,20-Sep-2026
MTEDUCARE,MTEDUCARE.NS,MT Educare Limited,BE,1.69,1.71,-1.1695906432748548,94189,1.65,0.0,12-APR-2012,20-Sep-2026
MTNL,MTNL.NS,Mahanagar Telephone Nigam Limited,EQ,23.8,23.77,0.12620950778292445,778801,185.67,41.27,17-FEB-1999,20-Sep-2026
MUFIN,MUFIN.NS,Mufin Green Finance Limited,EQ,133.45,132.2,0.9455370650529501,1191673,1602.18,11.48,06-NOV-2023,20-Sep-2026
MUFTI,MUFTI.NS,Credo Brands Marketing Limited,EQ,73.63,73.37,0.354368270410237,39771,29.33,53.03,27-DEC-2023,20-Sep-2026
MUKANDLTD,MUKANDLTD.NS,Mukand Limited,EQ,134.78,134.2,0.43219076005962187,48572,65.47,65.47,23-FEB-2004,20-Sep-2026
MUKESHB,MUKESHB.NS,Mukesh Babu Financial Services Limited,EQ,133.0,133.0,0.0,1,0.0,100.0,17-AUG-2026,20-Sep-2026
MUKKA,MUKKA.NS,Mukka Proteins Limited,BE,26.93,28.28,-4.773691654879778,640411,174.71,0.0,07-MAR-2024,20-Sep-2026
MUKTAARTS,MUKTAARTS.NS,Mukta Arts Limited,BE,57.92,56.0,3.4285714285714315,605,0.33,0.0,12-SEP-2000,20-Sep-2026
MULTICAP,MULTICAP.NS,MULTICAP,EQ,16.48,16.33,0.9185548071035037,43331,7.12,79.93,,20-Sep-2026
MUNISH,MUNISH.NS,MUNISH,SM,92.65,95.75,-3.2375979112271485,12000,11.19,70.0,,20-Sep-2026
MUNJALAU,MUNJALAU.NS,Munjal Auto Industries Limited,EQ,103.99,104.81,-0.7823680946474643,237389,247.7,45.68,19-JUL-2006,20-Sep-2026
MUNJALSHOW,MUNJALSHOW.NS,Munjal Showa Limited,EQ,125.8,123.93,1.5089163237311307,20341,25.54,65.95,12-MAY-2003,20-Sep-2026
MURUDCERA,MURUDCERA.NS,Murudeshwar Ceramics Limited,EQ,28.26,28.65,-1.3612565445026075,14737,4.16,76.89,28-MAY-2004,20-Sep-2026
MUTHOOTCAP,MUTHOOTCAP.NS,Muthoot Capital Services Limited,EQ,234.28,235.03,-0.3191081989533251,14019,33.28,78.06,24-AUG-2015,20-Sep-2026
MUTHOOTFIN,MUTHOOTFIN.NS,Muthoot Finance Limited,EQ,2841.1,2770.2,2.5593819940798532,654610,18550.52,50.87,06-MAY-2011,20-Sep-2026
MUTHOOTMF,MUTHOOTMF.NS,Muthoot Microfin Limited,EQ,189.28,188.04,0.6594341629440593,137823,260.06,33.04,26-DEC-2023,20-Sep-2026
MVELECTRO,MVELECTRO.NS,MV Electrosystems Limited,EQ,832.75,796.0,4.616834170854271,2320560,18929.32,10.71,06-AUG-2026,20-Sep-2026
MVGJL,MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,EQ,214.47,215.37,-0.4178854993731744,509506,1116.16,31.89,03-OCT-2023,20-Sep-2026
MVKAGRO,MVKAGRO.NS,MVKAGRO,SM,244.3,257.15,-4.997083414349588,69300,169.49,86.58,,20-Sep-2026
MWL,MWL.NS,Mangalam Worldwide Limited,EQ,42.52,40.18,5.823792931806877,3022051,1292.7,28.44,18-SEP-2025,20-Sep-2026
MYMUDRA,MYMUDRA.NS,MYMUDRA,SM,64.5,66.0,-2.272727272727273,4800,3.09,75.0,,20-Sep-2026
MYSORPETRO,MYSORPETRO.NS,Mysore Petro Chemicals Limited,BE,129.99,128.02,1.538822059053272,2567,3.28,0.0,17-AUG-2026,20-Sep-2026
NACLIND,NACLIND.NS,NACL Industries Limited,EQ,146.75,148.88,-1.4306824288017166,691786,1005.2,47.47,07-APR-2017,20-Sep-2026
NAGREEKCAP,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,EQ,28.19,27.92,0.9670487106017176,45262,12.86,79.52,18-SEP-2007,20-Sep-2026
NAGREEKEXP,NAGREEKEXP.NS,Nagreeka Exports Limited,EQ,21.13,21.54,-1.9034354688950796,14284,3.01,82.29,18-JUN-2007,20-Sep-2026
NAHARCAP,NAHARCAP.NS,Nahar Capital and Financial Services Limited,EQ,247.5,250.0,-1.0,2151,5.36,88.1,11-MAR-2008,20-Sep-2026
NAHARINDUS,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,EQ,131.29,133.47,-1.633325841012967,6308,8.35,72.04,15-DEC-2005,20-Sep-2026
NAHARPOLY,NAHARPOLY.NS,Nahar Poly Films Limited,EQ,227.02,222.28,2.132445564153324,2119,4.78,86.79,23-MAR-2007,20-Sep-2026
NAHARSPING,NAHARSPING.NS,Nahar Spinning Mills Limited,EQ,269.2,275.8,-2.3930384336475785,12712,34.49,64.56,23-MAR-2007,20-Sep-2026
NAM-INDIA,NAM-INDIA.NS,Nippon Life India Asset Management Limited,EQ,1155.0,1119.0,3.2171581769436997,1528510,17539.97,62.98,06-NOV-2017,20-Sep-2026
NAMAN,NAMAN.NS,NAMAN,SM,38.1,38.0,0.2631578947368458,1600,0.61,100.0,,20-Sep-2026
NAMOEWASTE,NAMOEWASTE.NS,NAMOEWASTE,ST,270.95,267.3,1.365506921062468,28800,77.39,72.22,,20-Sep-2026
NARMADA,NARMADA.NS,Narmada Agrobase Limited,EQ,13.72,13.86,-1.0101010101010015,201618,27.75,66.27,27-OCT-2022,20-Sep-2026
NATCAPSUQ,NATCAPSUQ.NS,Natural Capsules Limited,BE,171.58,178.58,-3.9198118490312464,12419,21.33,0.0,14-FEB-2025,20-Sep-2026
NATCOPHARM,NATCOPHARM.NS,Natco Pharma Limited,EQ,813.4,818.25,-0.5927283837458017,489351,3980.57,60.89,27-DEC-1995,20-Sep-2026
NATHBIOGEN,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,EQ,147.34,148.14,-0.5400297016335783,54186,80.2,98.46,28-JAN-2014,20-Sep-2026
NATIONALUM,NATIONALUM.NS,National Aluminium Company Limited,EQ,350.5,355.7,-1.4619061006466092,5809441,20670.06,65.46,28-APR-1999,20-Sep-2026
NATIONSTD,NATIONSTD.NS,National Standard (India) Limited,EQ,109.94,111.8,-1.6636851520572447,6114,6.79,72.77,20-APR-2026,20-Sep-2026
NAUKRI,NAUKRI.NS,Info Edge (India) Limited,EQ,1251.2,1265.0,-1.0909090909090873,1486135,18835.82,63.32,21-NOV-2006,20-Sep-2026
NAVA,NAVA.NS,NAVA LIMITED,EQ,562.3,546.6,2.8723015001829366,664236,3759.86,44.1,03-APR-1996,20-Sep-2026
NAVINFLUOR,NAVINFLUOR.NS,Navin Fluorine International Limited,EQ,8590.0,8220.0,4.5012165450121655,298599,25335.53,59.55,01-JUN-2007,20-Sep-2026
NAVKARCORP,NAVKARCORP.NS,Navkar Corporation Limited,EQ,88.91,87.56,1.541799908634073,302437,266.9,52.64,09-SEP-2015,20-Sep-2026
NAVKARURB,NAVKARURB.NS,Navkar Urbanstructure Limited,BE,0.83,0.83,0.0,436782,3.58,0.0,17-JAN-2025,20-Sep-2026
NAVNETEDUL,NAVNETEDUL.NS,Navneet Education Limited,EQ,126.89,124.89,1.6014092401313156,73795,93.16,58.66,08-FEB-1995,20-Sep-2026
NAZARA,NAZARA.NS,Nazara Technologies Limited,EQ,369.35,362.55,1.8756033650530992,3038750,11260.57,57.0,30-MAR-2021,20-Sep-2026
NBCC,NBCC.NS,NBCC (India) Limited,EQ,82.4,82.13,0.3287471082430418,5214690,4333.64,53.49,12-APR-2012,20-Sep-2026
NBIFIN,NBIFIN.NS,N. B. I. Industrial Finance Company Limited,EQ,1970.8,1960.1,0.545890515790013,5088,99.13,99.15,23-NOV-2016,20-Sep-2026
NCC,NCC.NS,NCC Limited,EQ,137.13,135.6,1.1283185840707972,2320130,3169.35,50.97,14-OCT-2003,20-Sep-2026
NCLIND,NCLIND.NS,NCL Industries Limited,EQ,174.66,172.98,0.9712105445716308,30414,52.86,77.93,03-APR-2007,20-Sep-2026
NDGL,NDGL.NS,Naga Dhunseri Group Limited,EQ,2649.5,2653.4,-0.14698123162734947,359,9.47,81.34,29-AUG-2016,20-Sep-2026
NDL,NDL.NS,Nandan Denim Limited,EQ,2.78,2.82,-1.4184397163120581,967406,26.98,55.96,23-MAR-2012,20-Sep-2026
NDLVENTURE,NDLVENTURE.NS,NDL Ventures Limited,EQ,123.0,120.03,2.474381404648837,18292,22.58,62.85,24-APR-2007,20-Sep-2026
NDRAUTO,NDRAUTO.NS,Ndr Auto Components Limited,EQ,726.0,701.0,3.566333808844508,29831,213.84,48.38,30-JUL-2020,20-Sep-2026
NDTV,NDTV.NS,New Delhi Television Limited,EQ,71.72,71.04,0.9572072072071968,77022,55.46,35.64,19-MAY-2004,20-Sep-2026
NEAGI,NEAGI.NS,Neelamalai Agro Industries Limited,EQ,3308.0,3308.0,0.0,1,0.03,100.0,20-APR-2026,20-Sep-2026
NECCLTD,NECCLTD.NS,North Eastern Carrying Corporation Limited,BE,18.97,18.82,0.7970244420828829,39219,7.41,0.0,02-MAR-2016,20-Sep-2026
NECLIFE,NECLIFE.NS,Nectar Lifesciences Limited,EQ,10.98,11.02,-0.3629764065335676,93255,10.23,88.12,18-JUL-2005,20-Sep-2026
NEELAM,NEELAM.NS,NEELAM,SM,7.0,6.75,3.7037037037037033,6000,0.42,100.0,,20-Sep-2026
NELCAST,NELCAST.NS,Nelcast Limited,EQ,108.34,108.04,0.27767493520917913,86630,93.73,47.77,27-JUN-2007,20-Sep-2026
NELCO,NELCO.NS,NELCO Limited,EQ,1011.85,965.25,4.82776482776483,682119,6861.38,44.99,28-MAY-2003,20-Sep-2026
NEOCHEM,NEOCHEM.NS,NEOCHEM,SM,108.0,105.45,2.4182076813655735,14400,15.53,75.0,,20-Sep-2026
NEOGEN,NEOGEN.NS,Neogen Chemicals Limited,EQ,2488.4,2395.6,3.8737685757221647,355984,8738.4,35.36,08-MAY-2019,20-Sep-2026
NEPHROCARE,NEPHROCARE.NS,NEPHROCARE,SM,93.75,91.65,2.2913256955810084,13600,12.79,70.59,,20-Sep-2026
NEPHROPLUS,NEPHROPLUS.NS,Nephrocare Health Services Limited,EQ,743.35,735.1,1.122296286219562,75741,562.39,50.98,17-DEC-2025,20-Sep-2026
NEPTUNE,NEPTUNE.NS,NEPTUNE,SM,177.9,176.5,0.793201133144479,1500,2.66,66.67,,20-Sep-2026
NESCO,NESCO.NS,Nesco Limited,EQ,1111.3,1081.5,2.7554322699953726,41377,453.62,58.17,08-APR-2008,20-Sep-2026
NESTLEIND,NESTLEIND.NS,Nestle India Limited,EQ,1372.4,1370.6,0.13132934481250416,3264904,44562.65,63.14,01-AUG-2023,20-Sep-2026
NETF,NETF.NS,NETF,EQ,254.15,254.1,0.019677292404569606,868,2.21,76.38,,20-Sep-2026
NETWEB,NETWEB.NS,Netweb Technologies India Limited,EQ,4664.5,4578.5,1.878344435950639,1136499,52813.59,24.82,27-JUL-2023,20-Sep-2026
NETWORK18,NETWORK18.NS,Network18 Media & Investments Limited,EQ,27.0,26.46,2.040816326530609,5331335,1432.68,42.75,02-FEB-2007,20-Sep-2026
NEUEON,NEUEON.NS,Neueon Corporation Limited,BE,11.29,11.57,-2.4200518582541153,9328,1.06,0.0,11-SEP-2013,20-Sep-2026
NEULANDLAB,NEULANDLAB.NS,Neuland Laboratories Limited,EQ,22840.0,22665.0,0.772115596735054,75518,17164.97,59.6,13-OCT-2008,20-Sep-2026
NEWGEN,NEWGEN.NS,Newgen Software Technologies Limited,EQ,497.3,489.5,1.593462717058225,622017,3073.02,30.15,29-JAN-2018,20-Sep-2026
NEWJAISA,NEWJAISA.NS,NEWJAISA,ST,18.0,18.2,-1.098901098901095,144000,25.51,94.79,,20-Sep-2026
NEXT30ADD,NEXT30ADD.NS,NEXT30ADD,EQ,42.36,41.97,0.9292351679771278,7416,3.13,54.75,,20-Sep-2026
NEXT50,NEXT50.NS,NEXT50,EQ,745.6,735.76,1.337392628030884,22861,170.03,51.49,,20-Sep-2026
NEXT50ADD,NEXT50ADD.NS,NEXT50ADD,EQ,72.45,71.41,1.4563786584512062,13052,9.45,21.05,,20-Sep-2026
NEXT50BETA,NEXT50BETA.NS,NEXT50BETA,EQ,77.88,77.1,1.0116731517509743,122825,95.32,76.95,,20-Sep-2026
NEXT50ETF,NEXT50ETF.NS,NEXT50ETF,EQ,72.85,71.69,1.6180778351234433,4546,3.3,86.43,,20-Sep-2026
NEXT50IETF,NEXT50IETF.NS,NEXT50IETF,EQ,76.39,75.3,1.4475431606905758,466182,354.11,57.4,,20-Sep-2026
NEXTMEDIA,NEXTMEDIA.NS,Next Mediaworks Limited,EQ,3.82,3.88,-1.546391752577321,1241,0.05,89.85,04-APR-2001,20-Sep-2026
NFL,NFL.NS,National Fertilizers Limited,EQ,66.79,66.84,-0.07480550568521417,382639,255.6,52.2,28-DEC-2006,20-Sep-2026
NFPSAMPOOR,NFPSAMPOOR.NS,NFPSAMPOOR,SM,21.5,20.4,5.3921568627451055,62000,13.32,100.0,,20-Sep-2026
NGIL,NGIL.NS,Nakoda Group of Industries Limited,EQ,38.04,34.94,8.872352604464801,33418,12.59,43.84,20-AUG-2021,20-Sep-2026
NGLFINE,NGLFINE.NS,NGL Fine-Chem Limited,EQ,2768.2,2715.3,1.9482193496114475,11325,309.1,77.79,08-JUL-2022,20-Sep-2026
NH,NH.NS,Narayana Hrudayalaya Ltd.,EQ,1928.5,1868.6,3.2056084769346085,271767,5207.95,68.54,06-JAN-2016,20-Sep-2026
NHPC,NHPC.NS,NHPC Limited,EQ,76.95,75.2,2.327127659574468,18275311,13921.38,69.42,01-SEP-2009,20-Sep-2026
NIACL,NIACL.NS,The New India Assurance Company Limited,EQ,187.66,197.05,-4.7652879979700655,9375719,17701.79,18.9,13-NOV-2017,20-Sep-2026
NIBE,NIBE.NS,NIBE Limited,EQ,1287.0,1250.1,2.9517638588912964,46108,581.44,52.52,07-FEB-2025,20-Sep-2026
NIBL,NIBL.NS,NRB Industrial Bearings Limited,EQ,30.97,30.65,1.0440456769983697,10685,3.31,78.3,09-APR-2013,20-Sep-2026
NICCOPAR,NICCOPAR.NS,Nicco Parks & Resorts Limited,EQ,80.45,82.0,-1.890243902439021,5480,4.4,99.74,17-AUG-2026,20-Sep-2026
NIDAN,NIDAN.NS,NIDAN,SM,13.4,13.0,3.0769230769230793,5000,0.67,100.0,,20-Sep-2026
NIF100BEES,NIF100BEES.NS,NIF100BEES,EQ,260.72,259.43,0.49724395790772863,7950,20.7,70.49,,20-Sep-2026
NIF100IETF,NIF100IETF.NS,NIF100IETF,EQ,27.4,27.3,0.3663003663003585,41367,11.32,57.4,,20-Sep-2026
